Longitude,Latitude,Altitude
8.514070913418958,48.26142175265778,0
8.514622479179902,48.26552246326965,0
8.527729663701306,48.26672900175677,0
8.531674441607455,48.26384212287596,0
8.532523110802014,48.26421272078534,0
8.530014534666856,48.26701405884985,0
8.525004254661457,48.27837712280289,0
8.520348560492131,48.27584428565216,0
8.512373126115014,48.27177096214482,0
8.506707838964472,48.26880690993875,0
8.507707710669782,48.2564529695051,0
8.517445889736155,48.25661666038091,0
8.514070913418958,48.26142175265778,0
