Longitude,Latitude,Altitude
8.538625953140679,48.24733108376624,0
8.545398800655983,48.25155668096118,0
8.545061726012847,48.255504959821,0
8.538271166860046,48.25418519218096,0
8.521300387225741,48.25642433277036,0
8.519359663435308,48.24964241078206,0
8.523113634981584,48.25018720725038,0
8.524434812536384,48.2480791750467,0
8.521744597138214,48.24594686097112,0
8.522702190206415,48.24477797568368,0
8.525950765261815,48.2442144809804,0
8.53804803344558,48.24392246020017,0
8.538625953140679,48.24733108376624,0
